作品ID,作品名称,发布时间,链接,点赞,评论,分享
7619663196954093754,假消息忙天飞#七王爷,2026-03-21 19:04:48 CST,https://www.iesdouyin.com/share/video/7619663196954093754/?region=US&mid=7619663179460184895&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=Oo0rDWYJfnluMmVxxD0Zo8ySJMKtgCZjECv8h7i7mEM-&share_version=0&ts=1787996678&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,3218,1463,312
7619382482438180529,做最坏的打算！#七王爷,2026-03-21 00:55:28 CST,https://www.iesdouyin.com/share/video/7619382482438180529/?region=US&mid=7619382179138669347&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=APpfozivVkfQvlvaPeCDAg6SKfWe92OwVSitYP2BkQc-&share_version=0&ts=1787996678&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,5506,2434,913
7619324471695181945,追涨必死，贷款必死，做杠杠必死#七王爷,2026-03-20 21:10:21 CST,https://www.iesdouyin.com/share/video/7619324471695181945/?region=US&mid=7619324471463447359&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=mGVppSAkRMBaXM4uADmd12UBr_yaz2pKt7ii.GZ6wRU-&share_version=0&ts=1787996678&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4586,1689,515
7619305771004050289,拿稳实物积存金！#七王爷,2026-03-20 19:57:47 CST,https://www.iesdouyin.com/share/video/7619305771004050289/?region=US&mid=7619305746035297033&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=nDUiDQWVeC_2TnlhJiw5f3QXM8bZCeV75KMRF03O.M8-&share_version=0&ts=1787996678&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4882,1104,454
7619300529583435195,切记红了不追，绿的才是机会#七王爷,2026-03-20 19:37:27 CST,https://www.iesdouyin.com/share/video/7619300529583435195/?region=US&mid=7619300513305135918&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=6g1YP74I.geioGfugwGhQd3I9pMUr0MvYIo5bebBp8A-&share_version=0&ts=1787996678&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2766,761,379
7619032752944555003,投资是投资，不是靠情绪决定#七王爷,2026-03-20 02:18:23 CST,https://www.iesdouyin.com/share/video/7619032752944555003/?region=US&mid=7619032258585938740&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=uGxqHu._ZI8JVa2CudAMvvP2h2yOGAdiWg5hWzhR3xo-&share_version=0&ts=1787996678&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,10717,3906,3195
7618970632361843365,必须拿稳。#七王爷,2026-03-19 22:17:17 CST,https://www.iesdouyin.com/share/video/7618970632361843365/?region=US&mid=7618970397073050420&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=PPQEwXoV3bs3OSP9kGDeSm4bMGW0Zx9uSRCto25kqFE-&share_version=0&ts=1787996678&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,5614,1654,2051
7618923415080438117,吓唬你才可以拿到筹码#七王爷,2026-03-19 19:14:03 CST,https://www.iesdouyin.com/share/video/7618923415080438117/?region=US&mid=7618923364107602729&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=2oUSjho4sAtHXYBBR8.t2HXqFZvbAPYeJ37x4Pvv0kQ-&share_version=0&ts=1787996678&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4497,2955,1731
7618817194017144805,三位数是过去式，三月也是甩人下车月#七王爷 #美联储宣布维持利率不变,2026-03-19 12:21:53 CST,https://www.iesdouyin.com/share/video/7618817194017144805/?region=US&mid=7618817181979118382&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=MmpLxHF_yIv3PzipzP9xdFA3jLNX83TQw4iY5ZO8TR8-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,3463,2398,379
7618811834443799482,去年补仓的时间在今天被推火了，你猜为什么😂#七王爷 #美联储宣布维持利率不变,2026-03-19 12:01:04 CST,https://www.iesdouyin.com/share/video/7618811834443799482/?region=US&mid=7618811723631151906&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=ZdLIFn9IcF9R3TEIc0FNN4jZXWNDU4l3w00zbct4xSk-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4078,2345,2208
7618690230300823226,做好短期承压风险#七王爷,2026-03-19 04:09:11 CST,https://www.iesdouyin.com/share/video/7618690230300823226/?region=US&mid=7618689910090189568&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=nfJnJFRNwW05jmeNJfBQCnyT7oOALgLO5vZrne46fFY-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,6994,1750,1968
7618660581348032123,警惕黑天鹅事件，保留好子弹#七王爷,2026-03-19 02:14:09 CST,https://www.iesdouyin.com/share/video/7618660581348032123/?region=US&mid=7618660201721367348&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=5j2.1CdpnsmtPv5JMIGy6wNawTQcHKKyoQ1Ge_hF8Hc-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,3780,641,587
7618584665058926201,我直播去了，陪大家#七王爷,2026-03-18 21:19:33 CST,https://www.iesdouyin.com/share/video/7618584665058926201/?region=US&mid=7618584484044213044&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=.eIjQkV2QB7JQcxj90CaKZsCPv9godgrmhcmZFrbISY-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,5106,1649,415
7618578120597195962,我只万积存金➕拿实物#七王爷,2026-03-18 20:54:08 CST,https://www.iesdouyin.com/share/video/7618578120597195962/?region=US&mid=7618578049612696355&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=RhzUg40tA2cu1OoHrNoer36ZbkIGak1FXGZ.z6Tzf1o-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,1796,605,499
7618570389841636517,不要被情绪左右你的选择#七王爷,2026-03-18 20:24:08 CST,https://www.iesdouyin.com/share/video/7618570389841636517/?region=US&mid=7618570395955776310&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=iHeV1c4BKKCP114.H6FHTOpFGnfaF3i1is24VmNzcPU-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2907,1109,637
7618559476354809253,只能靠阴跌实现多空双杀#七王爷,2026-03-18 19:41:46 CST,https://www.iesdouyin.com/share/video/7618559476354809253/?region=US&mid=7618559426059946788&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=PcZrbf68ay7k3uNX85dZudTr2i_sdf4rEhtA4d3YF2Q-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2644,2585,470
7618552336361719973,不要重复建仓#七王爷,2026-03-18 19:14:04 CST,https://www.iesdouyin.com/share/video/7618552336361719973/?region=US&mid=7618552295340788531&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=XjD_RA41gFgEC8uN7f5VAnL3YXMyYIgxamOFfstWEx0-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2638,1345,386
7618199205928287653,打江山容易，守江山难，拿稳#七王爷,2026-03-17 20:23:45 CST,https://www.iesdouyin.com/share/video/7618199205928287653/?region=US&mid=7618199176157055771&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=yhgGCOue6Ik7HOzjTr75o0Ck_v7OvGB.AUz.FFJefAo-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,5258,1164,603
7618063304527728869,实物在每次大瀑布，都可以入手一点#七王爷,2026-03-17 11:36:23 CST,https://www.iesdouyin.com/share/video/7618063304527728869/?region=US&mid=7618063257005329194&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=NjW0f41RuhZtSbPdU7vfbn2nS5BK.1aDtkWW_ylV2Wc-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,3175,812,329
7617896681527480561,三月都是震荡月#七王爷,2026-03-17 00:49:49 CST,https://www.iesdouyin.com/share/video/7617896681527480561/?region=US&mid=7617896656515795731&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=Ubjd0oRREcZ0l6mmIyosJk2mOdqSxu7vkmbewbnWXOk-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,3953,580,211
7617863149844215225,很多视频都被嘎了！只能传送门去看了#七王爷,2026-03-16 22:39:41 CST,https://www.iesdouyin.com/share/video/7617863149844215225/?region=US&mid=7617863096081615679&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=dkN1zEbweGnL8Zftd3eqCGWJewfrqFswwYCKqZZ358I-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2763,539,427
7617859098181663867,发了10次，证明说对了,2026-03-16 22:23:57 CST,https://www.iesdouyin.com/share/video/7617859098181663867/?region=US&mid=7617859089007790874&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=WPEDb1RBrfR2esCY5dnu.06ypzA19H8GmqnKQY1l.KQ-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2786,642,352
7617815926724970213,警惕诱多#七王爷,2026-03-16 19:36:26 CST,https://www.iesdouyin.com/share/video/7617815926724970213/?region=US&mid=7617815835033357106&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=OQr2UI3gRkFvjs5fQB5YPEl4eUhByUZ3CAsI3l.oauM-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,5149,1216,737
7617785717096138737,物极必反，否极泰来#七王爷,2026-03-16 17:39:12 CST,https://www.iesdouyin.com/share/video/7617785717096138737/?region=US&mid=7617785644143692594&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=zPSRWtVEhRJUZSOZPi_1FAtzN04s2HuDaYN37uWL1y4-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,3626,1340,500
7617468532993150906,黎明前的天都是黑的#七王爷,2026-03-15 21:08:21 CST,https://www.iesdouyin.com/share/video/7617468532993150906/?region=US&mid=7617468410250660643&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=FIg3p5Ndk987DMy1sbuUK4pIrgoLAZ6lCN4RuWmkGeg-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,5032,1524,553
7617452551055447675,底部最近会逐渐明朗#七王爷,2026-03-15 20:06:20 CST,https://www.iesdouyin.com/share/video/7617452551055447675/?region=US&mid=7617452544889015066&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=SPlNsSmygsOC4sKWJaMxhrQeCj0K5Na.B2dfI1Z6py4-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,5286,1504,825
7617120614767516282,打战时工具很重要#七王爷,2026-03-14 22:38:16 CST,https://www.iesdouyin.com/share/video/7617120614767516282/?region=US&mid=7617120568927652660&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=kSMhMP3r1mVrgM2djY8tFrLEkqmVMEAx6VMveL7ZwYw-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2860,1589,540
7617105319584906149,不割肉，不恐慌#七王爷,2026-03-14 21:38:55 CST,https://www.iesdouyin.com/share/video/7617105319584906149/?region=US&mid=7617105223855819535&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=qWkbAn62Loso6OzzbO7yOJCKTT.mdvFvsXjdRlBWWVc-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,5193,1048,596
7617099720200206842,耐住性子#七王爷,2026-03-14 21:17:11 CST,https://www.iesdouyin.com/share/video/7617099720200206842/?region=US&mid=7617099685864655657&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=3aWoIMn8uwmFKYSfYFFOyrx5HjlXi0M2_xlXtcqcL7A-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2740,648,412
7617041322796795769,不是比的谁过的好不好，而是比谁过的久不久#七王爷,2026-03-14 17:30:34 CST,https://www.iesdouyin.com/share/video/7617041322796795769/?region=US&mid=7617041250440497956&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=SVz.syed6z86zxXIaBUFZ7HTFr2g3VL5RI4ASPoCzME-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,3160,899,228
7616815031850991803,周六请假，周日出视频！做到事事有交代#七王爷,2026-03-14 02:52:29 CST,https://www.iesdouyin.com/share/video/7616815031850991803/?region=US&mid=7616814952975731465&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=KM_FoLleKnF4WUYrowuDy8ot1V1qCSKArGa0D8ScCC0-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4599,1295,479
7616758398096650617,紧急情况#七王爷,2026-03-13 23:12:40 CST,https://www.iesdouyin.com/share/video/7616758398096650617/?region=US&mid=7616758357910686491&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=fW3MtTV2AepDlDOPTVCOEuxYgDtBkJQJ99FNUZAzLAQ-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2707,1355,405
7616743382810999673,如果爱，请深爱#七王爷,2026-03-13 22:14:25 CST,https://www.iesdouyin.com/share/video/7616743382810999673/?region=US&mid=7616743302662081315&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=7HTRqDwK1NRBLHaptOJLCWRGlMyt69_gZgKU_VwSBtM-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,1928,529,66
7616721749250988411,最近无大事，都是小事#七王爷,2026-03-13 20:50:27 CST,https://www.iesdouyin.com/share/video/7616721749250988411/?region=US&mid=7616721720963205897&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=24XTbf3ZdltsMtVWCHgWRHg6YnzYnD4IjvwbcTPP5Wc-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2404,381,137
7616673658543000049,@飞哥聊黄金💰  不打不相识，最后你我立场统一出发点都是为了粉丝好！ 很开心因为这件事认识您！希望喜欢俺的兄弟姐妹，给飞哥评论区打一波“飞哥七王爷互联网一家亲”#七王爷,2026-03-13 17:43:51 CST,https://www.iesdouyin.com/share/video/7616673658543000049/?region=US&mid=7616673590939110194&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=_MsSUvvVF1tHafCIuEsfvXwpor5K0eq4sxHMcvG.HIQ-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2679,612,44
7616617631931669413,学会间隔管理仓位#七王爷,2026-03-13 14:06:26 CST,https://www.iesdouyin.com/share/video/7616617631931669413/?region=US&mid=7616617354407021352&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=cgLFTi9k9nFLPGBuG7ip3_p4DvUhzP0CTXzGYJIrF8s-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,1708,674,149
7616391474926533553,刚刚视频被嘎了！且看且珍惜3/12#七王爷,2026-03-12 23:28:50 CST,https://www.iesdouyin.com/share/video/7616391474926533553/?region=US&mid=7616391289940167443&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=TVbLYK7zN4hj_V3mS8F2WafGf2TdimBXIvDqY2ANpPM-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,2194,758,161
7616374338711345787,怕了，就把我视频彻底看完！#七王爷,2026-03-12 22:22:20 CST,https://www.iesdouyin.com/share/video/7616374338711345787/?region=US&mid=7616374287938980623&u_code=0&did=MS4wLjABAAAAgDQbitRTDSdo2ngCCE692lcnhDuxa7oy99O-8xe4VJhJ8VH0yDt0vXiGp2vl892b&iid=MS4wLjABAAAANwkJuWIRFOzg5uCpDRpMj4OX-QryoDgn-yYlXQnRwQQ&with_sec_did=1&video_share_track_ver=&titleType=title&share_sign=5rzRCAceyvCa5Sq5Vom5hvJZRpAmG5xc51U.KXyr.ck-&share_version=0&ts=1787996680&from_aid=6383&from_ssr=1&share_track_info=%7B%22link_description_type%22%3A%22%22%7D,4080,484,1019
